Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name
ENSG00000137959,ENSG00000137959.16,ENST00000452835,ENST00000452835.1,IFI44L
ENSG00000137959,ENSG00000137959.16,ENST00000476521,ENST00000476521.5,IFI44L
ENSG00000137959,ENSG00000137959.16,ENST00000370751,ENST00000370751.10,IFI44L
ENSG00000137959,ENSG00000137959.16,ENST00000459784,ENST00000459784.5,IFI44L
ENSG00000137959,ENSG00000137959.16,ENST00000476876,ENST00000476876.5,IFI44L
ENSG00000196116,ENSG00000196116.8,ENST00000355295,ENST00000355295.5,TDRD7
ENSG00000240065,ENSG00000240065.8,ENST00000464863,ENST00000464863.1,PSMB9
ENSG00000240065,ENSG00000240065.8,ENST00000374859,ENST00000374859.3,PSMB9
ENSG00000185885,ENSG00000185885.16,ENST00000528780,ENST00000528780.5,IFITM1
ENSG00000185885,ENSG00000185885.16,ENST00000328221,ENST00000328221.5,IFITM1
ENSG00000185885,ENSG00000185885.16,ENST00000408968,ENST00000408968.4,IFITM1
ENSG00000185885,ENSG00000185885.16,ENST00000525554,ENST00000525554.1,IFITM1
ENSG00000142089,ENSG00000142089.16,ENST00000399808,ENST00000399808.5,IFITM3
ENSG00000142089,ENSG00000142089.16,ENST00000531688,ENST00000531688.1,IFITM3
ENSG00000142089,ENSG00000142089.16,ENST00000526811,ENST00000526811.4,IFITM3
ENSG00000168394,ENSG00000168394.11,ENST00000354258,ENST00000354258.4,TAP1
ENSG00000168394,ENSG00000168394.11,ENST00000643049,ENST00000643049.1,TAP1
ENSG00000172927,ENSG00000172927.8,ENST00000544781,ENST00000544781.5,MYEOV
ENSG00000138642,ENSG00000138642.15,ENST00000264346,ENST00000264346.12,HERC6
ENSG00000138642,ENSG00000138642.15,ENST00000504905,ENST00000504905.5,HERC6
ENSG00000138642,ENSG00000138642.15,ENST00000506714,ENST00000506714.5,HERC6
ENSG00000138642,ENSG00000138642.15,ENST00000502870,ENST00000502870.1,HERC6
ENSG00000269944,ENSG00000269944.1,ENST00000602598,ENST00000602598.1,AP001267.4
ENSG00000186001,ENSG00000186001.14,ENST00000461674,ENST00000461674.5,LRCH3
ENSG00000186001,ENSG00000186001.14,ENST00000452660,ENST00000452660.5,LRCH3
ENSG00000186001,ENSG00000186001.14,ENST00000433298,ENST00000433298.5,LRCH3
ENSG00000136715,ENSG00000136715.18,ENST00000643581,ENST00000643581.1,SAP130
ENSG00000136715,ENSG00000136715.18,ENST00000259234,ENST00000259234.10,SAP130
ENSG00000136715,ENSG00000136715.18,ENST00000450957,ENST00000450957.1,SAP130
ENSG00000132109,ENSG00000132109.10,ENST00000254436,ENST00000254436.8,TRIM21
ENSG00000225101,ENSG00000225101.6,ENST00000641797,ENST00000641797.2,OR52K3P
ENSG00000168062,ENSG00000168062.10,ENST00000301887,ENST00000301887.9,BATF2
ENSG00000168062,ENSG00000168062.10,ENST00000534177,ENST00000534177.1,BATF2
ENSG00000189167,ENSG00000189167.12,ENST00000533490,ENST00000533490.7,ZAR1L
ENSG00000139618,ENSG00000139618.15,ENST00000380152,ENST00000380152.7,BRCA2
ENSG00000139618,ENSG00000139618.15,ENST00000530893,ENST00000530893.6,BRCA2
ENSG00000139618,ENSG00000139618.15,ENST00000670614,ENST00000670614.1,BRCA2
ENSG00000139618,ENSG00000139618.15,ENST00000614259,ENST00000614259.1,BRCA2
ENSG00000139618,ENSG00000139618.15,ENST00000544455,ENST00000544455.5,BRCA2
ENSG00000076108,ENSG00000076108.11,ENST00000379441,ENST00000379441.7,BAZ2A
ENSG00000076108,ENSG00000076108.11,ENST00000551812,ENST00000551812.5,BAZ2A
ENSG00000076108,ENSG00000076108.11,ENST00000550730,ENST00000550730.1,BAZ2A
ENSG00000232884,ENSG00000232884.9,ENST00000660772,ENST00000660772.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000660333,ENST00000660333.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000665066,ENST00000665066.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000670675,ENST00000670675.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000454128,ENST00000454128.3,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000654377,ENST00000654377.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000455253,ENST00000455253.6,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000658213,ENST00000658213.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000655631,ENST00000655631.1,AF127936.1
ENSG00000232884,ENSG00000232884.9,ENST00000661285,ENST00000661285.1,AF127936.1
ENSG00000281005,ENSG00000281005.1,ENST00000573951,ENST00000573951.1,LINC00921
ENSG00000281005,ENSG00000281005.1,ENST00000572123,ENST00000572123.4,LINC00921
ENSG00000180530,ENSG00000180530.11,ENST00000638122,ENST00000638122.1,NRIP1
ENSG00000180530,ENSG00000180530.11,ENST00000637963,ENST00000637963.1,NRIP1
ENSG00000180530,ENSG00000180530.11,ENST00000637630,ENST00000637630.1,NRIP1
ENSG00000006194,ENSG00000006194.10,ENST00000538765,ENST00000538765.2,ZNF263
ENSG00000106479,ENSG00000106479.11,ENST00000478024,ENST00000478024.1,ZNF862
ENSG00000277511,ENSG00000277511.1,ENST00000613639,ENST00000613639.1,AC116407.2
ENSG00000137337,ENSG00000137337.15,ENST00000376406,ENST00000376406.8,MDC1
ENSG00000137337,ENSG00000137337.15,ENST00000416571,ENST00000416571.5,MDC1
ENSG00000137337,ENSG00000137337.15,ENST00000425072,ENST00000425072.5,MDC1
ENSG00000137337,ENSG00000137337.15,ENST00000422266,ENST00000422266.1,MDC1
ENSG00000137337,ENSG00000137337.15,ENST00000613547,ENST00000613547.4,MDC1
ENSG00000129226,ENSG00000129226.14,ENST00000250092,ENST00000250092.11,CD68
ENSG00000129226,ENSG00000129226.14,ENST00000380498,ENST00000380498.10,CD68
ENSG00000129226,ENSG00000129226.14,ENST00000584502,ENST00000584502.1,CD68
ENSG00000223722,ENSG00000223722.3,ENST00000453713,ENST00000453713.1,IFITM3P2
ENSG00000097021,ENSG00000097021.19,ENST00000377842,ENST00000377842.7,ACOT7
ENSG00000136514,ENSG00000136514.3,ENST00000259030,ENST00000259030.3,RTP4
ENSG00000059378,ENSG00000059378.13,ENST00000473341,ENST00000473341.5,PARP12
ENSG00000059378,ENSG00000059378.13,ENST00000467638,ENST00000467638.1,PARP12
ENSG00000105939,ENSG00000105939.13,ENST00000242351,ENST00000242351.10,ZC3HAV1
ENSG00000105939,ENSG00000105939.13,ENST00000464606,ENST00000464606.5,ZC3HAV1
ENSG00000105939,ENSG00000105939.13,ENST00000471652,ENST00000471652.1,ZC3HAV1
ENSG00000250106,ENSG00000250106.1,ENST00000506304,ENST00000506304.1,ANKRD33B-AS1
ENSG00000278828,ENSG00000278828.1,ENST00000369163,ENST00000369163.3,H3C10
ENSG00000174021,ENSG00000174021.11,ENST00000370645,ENST00000370645.9,GNG5
ENSG00000174021,ENSG00000174021.11,ENST00000370641,ENST00000370641.3,GNG5
ENSG00000122432,ENSG00000122432.18,ENST00000484939,ENST00000484939.1,SPATA1
ENSG00000122432,ENSG00000122432.18,ENST00000468437,ENST00000468437.1,SPATA1
ENSG00000122432,ENSG00000122432.18,ENST00000490879,ENST00000490879.8,SPATA1
ENSG00000283542,ENSG00000283542.1,ENST00000637836,ENST00000637836.1,OASL2P
ENSG00000111802,ENSG00000111802.14,ENST00000378198,ENST00000378198.9,TDP2
ENSG00000111802,ENSG00000111802.14,ENST00000341060,ENST00000341060.3,TDP2
ENSG00000111802,ENSG00000111802.14,ENST00000478507,ENST00000478507.1,TDP2
ENSG00000111802,ENSG00000111802.14,ENST00000480495,ENST00000480495.1,TDP2
ENSG00000258659,ENSG00000258659.6,ENST00000429814,ENST00000429814.2,TRIM34
ENSG00000180198,ENSG00000180198.16,ENST00000649185,ENST00000649185.1,RCC1
ENSG00000180198,ENSG00000180198.16,ENST00000427469,ENST00000427469.5,RCC1
ENSG00000180198,ENSG00000180198.16,ENST00000434290,ENST00000434290.6,RCC1
ENSG00000180198,ENSG00000180198.16,ENST00000373833,ENST00000373833.10,RCC1
ENSG00000180198,ENSG00000180198.16,ENST00000398958,ENST00000398958.6,RCC1
ENSG00000132274,ENSG00000132274.16,ENST00000379965,ENST00000379965.8,TRIM22
ENSG00000132274,ENSG00000132274.16,ENST00000425490,ENST00000425490.5,TRIM22
ENSG00000132274,ENSG00000132274.16,ENST00000460454,ENST00000460454.1,TRIM22
ENSG00000132274,ENSG00000132274.16,ENST00000454828,ENST00000454828.5,TRIM22
ENSG00000121236,ENSG00000121236.21,ENST00000380107,ENST00000380107.5,TRIM6
ENSG00000121236,ENSG00000121236.21,ENST00000511284,ENST00000511284.5,TRIM6
ENSG00000121236,ENSG00000121236.21,ENST00000380097,ENST00000380097.8,TRIM6
ENSG00000121236,ENSG00000121236.21,ENST00000445329,ENST00000445329.5,TRIM6
ENSG00000121236,ENSG00000121236.21,ENST00000515022,ENST00000515022.5,TRIM6
ENSG00000121236,ENSG00000121236.21,ENST00000506134,ENST00000506134.5,TRIM6
ENSG00000242125,ENSG00000242125.3,ENST00000413987,ENST00000413987.1,SNHG3
ENSG00000242125,ENSG00000242125.3,ENST00000447507,ENST00000447507.1,SNHG3
ENSG00000242125,ENSG00000242125.3,ENST00000437681,ENST00000437681.1,SNHG3
ENSG00000239920,ENSG00000239920.2,ENST00000394793,ENST00000394793.3,AC104389.5
ENSG00000258588,ENSG00000258588.3,ENST00000354852,ENST00000354852.5,TRIM6-TRIM34
ENSG00000114450,ENSG00000114450.10,ENST00000232564,ENST00000232564.8,GNB4
ENSG00000114450,ENSG00000114450.10,ENST00000468623,ENST00000468623.5,GNB4
ENSG00000114450,ENSG00000114450.10,ENST00000497513,ENST00000497513.1,GNB4
ENSG00000132256,ENSG00000132256.19,ENST00000380034,ENST00000380034.8,TRIM5
ENSG00000132256,ENSG00000132256.19,ENST00000396847,ENST00000396847.7,TRIM5
ENSG00000132256,ENSG00000132256.19,ENST00000419850,ENST00000419850.1,TRIM5
ENSG00000184486,ENSG00000184486.10,ENST00000328345,ENST00000328345.8,POU3F2
ENSG00000112304,ENSG00000112304.11,ENST00000230048,ENST00000230048.5,ACOT13
ENSG00000112304,ENSG00000112304.11,ENST00000537591,ENST00000537591.5,ACOT13
ENSG00000224164,ENSG00000224164.2,ENST00000665572,ENST00000665572.1,LINC02828
ENSG00000224164,ENSG00000224164.2,ENST00000668439,ENST00000668439.1,LINC02828
ENSG00000164898,ENSG00000164898.13,ENST00000481123,ENST00000481123.1,FMC1
ENSG00000164898,ENSG00000164898.13,ENST00000482181,ENST00000482181.1,FMC1
ENSG00000164898,ENSG00000164898.13,ENST00000488886,ENST00000488886.1,FMC1
ENSG00000164898,ENSG00000164898.13,ENST00000297534,ENST00000297534.7,FMC1
ENSG00000269955,ENSG00000269955.2,ENST00000541515,ENST00000541515.3,FMC1-LUC7L2
ENSG00000146963,ENSG00000146963.18,ENST00000541170,ENST00000541170.7,LUC7L2
ENSG00000000457,ENSG00000000457.14,ENST00000367771,ENST00000367771.11,SCYL3
ENSG00000000457,ENSG00000000457.14,ENST00000423670,ENST00000423670.1,SCYL3
ENSG00000000457,ENSG00000000457.14,ENST00000470238,ENST00000470238.1,SCYL3
ENSG00000000457,ENSG00000000457.14,ENST00000367772,ENST00000367772.8,SCYL3
ENSG00000130813,ENSG00000130813.18,ENST00000592551,ENST00000592551.5,SHFL
ENSG00000130813,ENSG00000130813.18,ENST00000253110,ENST00000253110.16,SHFL
ENSG00000130813,ENSG00000130813.18,ENST00000585919,ENST00000585919.5,SHFL
ENSG00000130813,ENSG00000130813.18,ENST00000591813,ENST00000591813.5,SHFL
ENSG00000130813,ENSG00000130813.18,ENST00000587710,ENST00000587710.5,SHFL
ENSG00000130813,ENSG00000130813.18,ENST00000590378,ENST00000590378.5,SHFL
ENSG00000008130,ENSG00000008130.15,ENST00000341426,ENST00000341426.9,NADK
ENSG00000008130,ENSG00000008130.15,ENST00000341991,ENST00000341991.7,NADK
