SOURCE,TARGET,CTRL,STIM,CTRL_MAG,STIM_MAG
CEBPB,TMEM230,0.36140083661302924,-0.01403032592497766,0.36140083661302924,0.01403032592497766
CEBPB,CEBPB,0.998069703578949,0.9983324036002159,0.998069703578949,0.9983324036002159
SPI1,NPL,-0.315305320546031,-0.17491528764367104,0.315305320546031,0.17491528764367104
SPI1,ITGB1BP1,-0.3664367198944092,-0.18841314339078963,0.3664367198944092,0.18841314339078963
SPI1,DGUOK,0.36215044744312763,-0.1395985335111618,0.36215044744312763,0.1395985335111618
SPI1,PLEKHB2,-0.3443915043026209,-0.021170536521822214,0.3443915043026209,0.021170536521822214
SPI1,HNRNPA3,-0.33685419242829084,-0.039037188747897744,0.33685419242829084,0.039037188747897744
SPI1,BTF3,0.34625105932354927,0.20996673498302698,0.34625105932354927,0.20996673498302698
SPI1,GLA,-0.3274394553154707,0.034703479148447514,0.3274394553154707,0.034703479148447514
SPI1,ZFAND5,0.4065154669806361,-0.02169058844447136,0.4065154669806361,0.02169058844447136
SPI1,SPI1,0.8713139668107033,0.9964343681931496,0.8713139668107033,0.9964343681931496
SPI1,ALDH2,0.30298179876990616,0.08688320964574814,0.30298179876990616,0.08688320964574814
SPI1,RSRC2,-0.30193788604810834,-0.03296143561601639,0.30193788604810834,0.03296143561601639
SPI1,RAB20,-0.3388923527672887,-0.33355927048251033,0.3388923527672887,0.33355927048251033
SPI1,SLC16A3,0.3450184459798038,0.06391118140891194,0.3450184459798038,0.06391118140891194
SPI1,ASNA1,0.3004077593795955,0.07795373629778624,0.3004077593795955,0.07795373629778624
GTF2B,TNFRSF1B,-0.37268622405827045,-0.02622460969723761,0.37268622405827045,0.02622460969723761
GTF2B,UQCRH,-0.3036723928526044,-0.0040935613214969635,0.3036723928526044,0.0040935613214969635
GTF2B,NRD1,-0.31879635370569304,0.01885191723704338,0.31879635370569304,0.01885191723704338
GTF2B,GTF2B,0.9982224628329277,0.9986964240670204,0.9982224628329277,0.9986964240670204
GTF2B,TMCO1,-0.3614134037634358,0.3006800226867199,0.3614134037634358,0.3006800226867199
GTF2B,LARP7,-0.30449162574950606,-0.12062958348542452,0.30449162574950606,0.12062958348542452
GTF2B,GNB2L1,0.3074222612194717,0.11239117151126266,0.3074222612194717,0.11239117151126266
GTF2B,CDKN1A,-0.37134240195155144,0.09557698760181665,0.37134240195155144,0.09557698760181665
GTF2B,EPC1,-0.3439975120127201,-0.09056221507489681,0.3439975120127201,0.09056221507489681
GTF2B,TMEM179B,-0.31319373566657305,-0.05121075047645718,0.31319373566657305,0.05121075047645718
GTF2B,FIBP,-0.4080928320181556,0.05942204943858087,0.4080928320181556,0.05942204943858087
GTF2B,RDX,-0.3784367935732007,-0.021256992360576987,0.3784367935732007,0.021256992360576987
GTF2B,RPS26,0.327096585649997,-0.10401313821785152,0.327096585649997,0.10401313821785152
GTF2B,PTGES3,-0.3852772244717926,0.16211975272744894,0.3852772244717926,0.16211975272744894
GTF2B,HMGB1,0.304425863083452,-0.1874576152767986,0.304425863083452,0.1874576152767986
